permutation,group,scope,task,ba
86,VisualCogB_Task-2,record,2,0.5424710424710424
87,all,all,0,0.4705977907732294
87,task1,task,1,0.5108433734939759
87,task2,task,2,0.43133647335884606
87,VisualCogA_Task-1,record,1,0.45145348837209304
87,VisualCogA_Task-2,record,2,0.460838389409818
87,VisualCogB_Task-1,record,1,0.5647840531561461
87,VisualCogB_Task-2,record,2,0.40508365508365507
88,all,all,0,0.5363872644574399
88,task1,task,1,0.5528703047484054
88,task2,task,2,0.5200912569914631
88,VisualCogA_Task-1,record,1,0.5406976744186047
88,VisualCogA_Task-2,record,2,0.4983452840595698
88,VisualCogB_Task-1,record,1,0.5656146179401993
88,VisualCogB_Task-2,record,2,0.5472972972972974
89,all,all,0,0.5701754385964912
89,task1,task,1,0.5653437278525868
89,task2,task,2,0.5749926405652046
89,VisualCogA_Task-1,record,1,0.5540697674418604
89,VisualCogA_Task-2,record,2,0.5526751241036956
89,VisualCogB_Task-1,record,1,0.5766888150609081
89,VisualCogB_Task-2,record,2,0.5949163449163449
90,all,all,0,0.4710851202079272
90,task1,task,1,0.4644932671863926
90,task2,task,2,0.47681778039446576
90,VisualCogA_Task-1,record,1,0.49505813953488376
90,VisualCogA_Task-2,record,2,0.5256480970766685
90,VisualCogB_Task-1,record,1,0.4352159468438538
90,VisualCogB_Task-2,record,2,0.4185971685971686
91,all,all,0,0.5375243664717348
91,task1,task,1,0.5359319631467045
91,task2,task,2,0.5385634383279364
91,VisualCogA_Task-1,record,1,0.42180232558139535
91,VisualCogA_Task-2,record,2,0.5730832873690017
91,VisualCogB_Task-1,record,1,0.6467331118493909
91,VisualCogB_Task-2,record,2,0.4916344916344917
92,all,all,0,0.5164067576348279
92,task1,task,1,0.5836995038979447
92,task2,task,2,0.4467176920812481
92,VisualCogA_Task-1,record,1,0.5558139534883721
92,VisualCogA_Task-2,record,2,0.4986210700496415
92,VisualCogB_Task-1,record,1,0.6115725359911406
92,VisualCogB_Task-2,record,2,0.3780566280566281
93,all,all,0,0.4673489278752437
93,task1,task,1,0.4811481218993622
93,task2,task,2,0.45459228731233436
93,VisualCogA_Task-1,record,1,0.5781976744186046
93,VisualCogA_Task-2,record,2,0.4473248758963045
93,VisualCogB_Task-1,record,1,0.3900885935769657
93,VisualCogB_Task-2,record,2,0.471042471042471
94,all,all,0,0.44509421702404156
94,task1,task,1,0.41700921332388374
94,task2,task,2,0.4735796290844863
94,VisualCogA_Task-1,record,1,0.38779069767441865
94,VisualCogA_Task-2,record,2,0.4575289575289575
94,VisualCogB_Task-1,record,1,0.44712070874861576
94,VisualCogB_Task-2,record,2,0.49324324324324326
95,all,all,0,0.4959389213775179
95,task1,task,1,0.5776754075124026
95,task2,task,2,0.4123491315866942
95,VisualCogA_Task-1,record,1,0.5415697674418605
95,VisualCogA_Task-2,record,2,0.36265857694429127
95,VisualCogB_Task-1,record,1,0.6110188261351053
95,VisualCogB_Task-2,record,2,0.4694337194337195
96,all,all,0,0.5219298245614035
96,task1,task,1,0.506094968107725
96,task2,task,2,0.5370179570209008
96,VisualCogA_Task-1,record,1,0.4575581395348837
96,VisualCogA_Task-2,record,2,0.5190292333149477
96,VisualCogB_Task-1,record,1,0.5526024363233666
96,VisualCogB_Task-2,record,2,0.5440797940797941
97,all,all,0,0.5523066926575698
97,task1,task,1,0.5475549255846917
97,task2,task,2,0.5570356196644097
97,VisualCogA_Task-1,record,1,0.6156976744186047
97,VisualCogA_Task-2,record,2,0.616657473800331
97,VisualCogB_Task-1,record,1,0.48283499446290146
97,VisualCogB_Task-2,record,2,0.5131917631917632
98,all,all,0,0.5274528914879792
98,task1,task,1,0.5118355776045358
98,task2,task,2,0.5423167500735944
98,VisualCogA_Task-1,record,1,0.6130813953488372
98,VisualCogA_Task-2,record,2,0.5394373965802537
98,VisualCogB_Task-1,record,1,0.41140642303433
98,VisualCogB_Task-2,record,2,0.5321750321750323
99,all,all,0,0.4722222222222222
99,task1,task,1,0.4708008504606662
99,task2,task,2,0.4730644686488078
99,VisualCogA_Task-1,record,1,0.5226744186046511
99,VisualCogA_Task-2,record,2,0.4238830667402096
99,VisualCogB_Task-1,record,1,0.42386489479512734
99,VisualCogB_Task-2,record,2,0.5154440154440154
100,all,all,0,0.47953216374269003
100,task1,task,1,0.44039688164422397
100,task2,task,2,0.5185457756844274
100,VisualCogA_Task-1,record,1,0.4593023255813954
100,VisualCogA_Task-2,record,2,0.5427468284611141
100,VisualCogB_Task-1,record,1,0.42414174972314506
100,VisualCogB_Task-2,record,2,0.48133848133848134
101,all,all,0,0.510233918128655
101,task1,task,1,0.5244507441530829
101,task2,task,2,0.49374448042390345
101,VisualCogA_Task-1,record,1,0.5308139534883721
101,VisualCogA_Task-2,record,2,0.5223386651958081
101,VisualCogB_Task-1,record,1,0.5166112956810631
101,VisualCogB_Task-2,record,2,0.4591377091377091
102,all,all,0,0.47465886939571145
102,task1,task,1,0.5301913536498937
102,task2,task,2,0.41713276420370915
102,VisualCogA_Task-1,record,1,0.5343023255813953
102,VisualCogA_Task-2,record,2,0.4100937672366244
102,VisualCogB_Task-1,record,1,0.5299003322259136
102,VisualCogB_Task-2,record,2,0.4353281853281853
103,all,all,0,0.4800194931773879
103,task1,task,1,0.45230333097094255
103,task2,task,2,0.5079481895790403
103,VisualCogA_Task-1,record,1,0.5066860465116279
103,VisualCogA_Task-2,record,2,0.49172642029784885
103,VisualCogB_Task-1,record,1,0.4003322259136213
103,VisualCogB_Task-2,record,2,0.5186615186615187
104,all,all,0,0.5138076673164392
104,task1,task,1,0.48228206945428775
104,task2,task,2,0.5459228731233441
104,VisualCogA_Task-1,record,1,0.43691860465116283
104,VisualCogA_Task-2,record,2,0.5220628792057364
104,VisualCogB_Task-1,record,1,0.5301771871539314
104,VisualCogB_Task-2,record,2,0.5678893178893178
105,all,all,0,0.4636127355425601
105,task1,task,1,0.42331679659815735
105,task2,task,2,0.5041948778333823
105,VisualCogA_Task-1,record,1,0.3994186046511628
105,VisualCogA_Task-2,record,2,0.47821290678433537
105,VisualCogB_Task-1,record,1,0.44629014396456257
105,VisualCogB_Task-2,record,2,0.5106177606177607
106,all,all,0,0.4689733593242365
106,task1,task,1,0.5063784549964564
106,task2,task,2,0.43030615248748894
106,VisualCogA_Task-1,record,1,0.5200581395348837
106,VisualCogA_Task-2,record,2,0.4407060121345836
106,VisualCogB_Task-1,record,1,0.4939091915836102
106,VisualCogB_Task-2,record,2,0.416988416988417
107,all,all,0,0.4363222871994802
107,task1,task,1,0.4167257264351524
107,task2,task,2,0.45716808949072707
107,VisualCogA_Task-1,record,1,0.39767441860465114
107,VisualCogA_Task-2,record,2,0.4743519029233315
107,VisualCogB_Task-1,record,1,0.4352159468438538
107,VisualCogB_Task-2,record,2,0.4391891891891892
108,all,all,0,0.5410981156595192
108,task1,task,1,0.6077958894401134
108,task2,task,2,0.4720341477774507
108,VisualCogA_Task-1,record,1,0.6308139534883721
108,VisualCogA_Task-2,record,2,0.4509100937672367
108,VisualCogB_Task-1,record,1,0.5883167220376523
108,VisualCogB_Task-2,record,2,0.4948519948519948
109,all,all,0,0.4857050032488629
109,task1,task,1,0.49390503189227497
109,task2,task,2,0.47681778039446576
109,VisualCogA_Task-1,record,1,0.4308139534883721
109,VisualCogA_Task-2,record,2,0.4578047435190292
109,VisualCogB_Task-1,record,1,0.5523255813953488
109,VisualCogB_Task-2,record,2,0.49646074646074645
110,all,all,0,0.4985380116959064
110,task1,task,1,0.4700921332388377
110,task2,task,2,0.5279658522225493
110,VisualCogA_Task-1,record,1,0.5093023255813953
110,VisualCogA_Task-2,record,2,0.5457804743519029
110,VisualCogB_Task-1,record,1,0.43660022148394245
110,VisualCogB_Task-2,record,2,0.5035392535392536
111,all,all,0,0.46604938271604934
111,task1,task,1,0.46435152374202693
111,task2,task,2,0.46828083603179277
111,VisualCogA_Task-1,record,1,0.4476744186046512
111,VisualCogA_Task-2,record,2,0.460838389409818
111,VisualCogB_Task-1,record,1,0.48283499446290146
111,VisualCogB_Task-2,record,2,0.4797297297297297
112,all,all,0,0.5058479532163742
112,task1,task,1,0.53706591070163
112,task2,task,2,0.4720341477774507
112,VisualCogA_Task-1,record,1,0.6200581395348838
112,VisualCogA_Task-2,record,2,0.4100937672366244
112,VisualCogB_Task-1,record,1,0.4579180509413067
112,VisualCogB_Task-2,record,2,0.5489060489060489
113,all,all,0,0.5258284600389864
113,task1,task,1,0.488731396172927
113,task2,task,2,0.5623344127171033
113,VisualCogA_Task-1,record,1,0.4924418604651163
113,VisualCogA_Task-2,record,2,0.5730832873690017
113,VisualCogB_Task-1,record,1,0.48062015503875966
113,VisualCogB_Task-2,record,2,0.5440797940797941
114,all,all,0,0.4502923976608187
114,task1,task,1,0.5185683912119065
114,task2,task,2,0.3786429202237268
114,VisualCogA_Task-1,record,1,0.46017441860465114
114,VisualCogA_Task-2,record,2,0.46138996138996136
114,VisualCogB_Task-1,record,1,0.575858250276855
114,VisualCogB_Task-2,record,2,0.2796010296010296
115,all,all,0,0.5258284600389864
115,task1,task,1,0.5479801559177888
115,task2,task,2,0.5026493965263468
115,VisualCogA_Task-1,record,1,0.5075581395348837
115,VisualCogA_Task-2,record,2,0.47131825703254276
115,VisualCogB_Task-1,record,1,0.5880398671096345
115,VisualCogB_Task-2,record,2,0.5305662805662805
116,all,all,0,0.521117608836907
116,task1,task,1,0.517859673990078
116,task2,task,2,0.5262731822196055
116,VisualCogA_Task-1,record,1,0.5075581395348837
116,VisualCogA_Task-2,record,2,0.5217870932156646
116,VisualCogB_Task-1,record,1,0.5299003322259136
116,VisualCogB_Task-2,record,2,0.5209137709137709
117,all,all,0,0.5138076673164392
117,task1,task,1,0.4825655563430191
117,task2,task,2,0.544892552251987
117,VisualCogA_Task-1,record,1,0.5450581395348837
117,VisualCogA_Task-2,record,2,0.49172642029784885
117,VisualCogB_Task-1,record,1,0.42358803986710963
117,VisualCogB_Task-2,record,2,0.5933075933075933
118,all,all,0,0.5198180636777128
118,task1,task,1,0.5066619418851879
118,task2,task,2,0.5317191639682073
118,VisualCogA_Task-1,record,1,0.5334302325581395
118,VisualCogA_Task-2,record,2,0.5526751241036956
118,VisualCogB_Task-1,record,1,0.48200442967884827
118,VisualCogB_Task-2,record,2,0.5083655083655083
119,all,all,0,0.4991877842755036
119,task1,task,1,0.48270729978738486
119,task2,task,2,0.5153076243744481
119,VisualCogA_Task-1,record,1,0.5450581395348837
119,VisualCogA_Task-2,record,2,0.5932156646442361
119,VisualCogB_Task-1,record,1,0.4233111849390919
119,VisualCogB_Task-2,record,2,0.4288931788931789
120,all,all,0,0.46377517868745943
120,task1,task,1,0.4357902197023388
120,task2,task,2,0.49050632911392406
120,VisualCogA_Task-1,record,1,0.4386627906976744
120,VisualCogA_Task-2,record,2,0.5592939878654164
120,VisualCogB_Task-1,record,1,0.4343853820598007
120,VisualCogB_Task-2,record,2,0.4185971685971686
121,all,all,0,0.43778427550357374
121,task1,task,1,0.4518781006378455
121,task2,task,2,0.4239770385634383
121,VisualCogA_Task-1,record,1,0.4183139534883721
121,VisualCogA_Task-2,record,2,0.3863761720904578
121,VisualCogB_Task-1,record,1,0.482281284606866
121,VisualCogB_Task-2,record,2,0.471042471042471
122,all,all,0,0.460688758934373
122,task1,task,1,0.45861091424521616
122,task2,task,2,0.46349720341477774
122,VisualCogA_Task-1,record,1,0.4584302325581395
122,VisualCogA_Task-2,record,2,0.4473248758963045
122,VisualCogB_Task-1,record,1,0.4584717607973422
122,VisualCogB_Task-2,record,2,0.4749034749034749
123,all,all,0,0.48066926575698504
123,task1,task,1,0.5003543586109143
123,task2,task,2,0.45989108036502796
123,VisualCogA_Task-1,record,1,0.5218023255813954
123,VisualCogA_Task-2,record,2,0.46442360728075016
123,VisualCogB_Task-1,record,1,0.48283499446290146
123,VisualCogB_Task-2,record,2,0.4575289575289575
124,all,all,0,0.4951267056530214
124,task1,task,1,0.4108433734939759
124,task2,task,2,0.5802914336178981
124,VisualCogA_Task-1,record,1,0.44593023255813957
124,VisualCogA_Task-2,record,2,0.5730832873690017
124,VisualCogB_Task-1,record,1,0.37624584717607973
124,VisualCogB_Task-2,record,2,0.583011583011583
125,all,all,0,0.5095841455490578
125,task1,task,1,0.48143160878809355
125,task2,task,2,0.5390785987636149
125,VisualCogA_Task-1,record,1,0.4933139534883721
125,VisualCogA_Task-2,record,2,0.5490899062327634
125,VisualCogB_Task-1,record,1,0.4717607973421927
125,VisualCogB_Task-2,record,2,0.5337837837837838
126,all,all,0,0.5279402209226771
126,task1,task,1,0.5538625088589653
126,task2,task,2,0.5000735943479541
126,VisualCogA_Task-1,record,1,0.4906976744186047
126,VisualCogA_Task-2,record,2,0.48841698841698844
126,VisualCogB_Task-1,record,1,0.6101882613510521
126,VisualCogB_Task-2,record,2,0.5099742599742599
127,all,all,0,0.5384990253411306
127,task1,task,1,0.4894401133947555
127,task2,task,2,0.5861053871062702
127,VisualCogA_Task-1,record,1,0.42616279069767443
127,VisualCogA_Task-2,record,2,0.5730832873690017
127,VisualCogB_Task-1,record,1,0.5517718715393134
127,VisualCogB_Task-2,record,2,0.5965250965250966
128,all,all,0,0.5229044834307992
128,task1,task,1,0.5705173635719348
128,task2,task,2,0.4771857521342361
128,VisualCogA_Task-1,record,1,0.5656976744186046
128,VisualCogA_Task-2,record,2,0.5353006067291781
128,VisualCogB_Task-1,record,1,0.5780730897009967
128,VisualCogB_Task-2,record,2,0.408944658944659
129,all,all,0,0.4983755685510071
129,task1,task,1,0.5063784549964564
129,task2,task,2,0.4889608478068884
129,VisualCogA_Task-1,record,1,0.46656976744186046
129,VisualCogA_Task-2,record,2,0.5256480970766685
129,VisualCogB_Task-1,record,1,0.539313399778516
129,VisualCogB_Task-2,record,2,0.444015444015444
130,all,all,0,0.46881091617933723
130,task1,task,1,0.4825655563430191
130,task2,task,2,0.45407712687665586
130,VisualCogA_Task-1,record,1,0.5066860465116279
130,VisualCogA_Task-2,record,2,0.4103695532266961
130,VisualCogB_Task-1,record,1,0.4581949058693245
130,VisualCogB_Task-2,record,2,0.4916344916344917
131,all,all,0,0.5212800519818064
131,task1,task,1,0.49936215450035437
131,task2,task,2,0.5438622313806301
131,VisualCogA_Task-1,record,1,0.5156976744186047
131,VisualCogA_Task-2,record,2,0.5016547159404302
131,VisualCogB_Task-1,record,1,0.48283499446290146
131,VisualCogB_Task-2,record,2,0.6013513513513513
132,all,all,0,0.452729044834308
132,task1,task,1,0.49390503189227497
132,task2,task,2,0.41028848984398
132,VisualCogA_Task-1,record,1,0.4976744186046511
132,VisualCogA_Task-2,record,2,0.40044125758411475
132,VisualCogB_Task-1,record,1,0.4955703211517165
132,VisualCogB_Task-2,record,2,0.4018661518661519
133,all,all,0,0.5151072124756335
133,task1,task,1,0.5310418143160879
133,task2,task,2,0.49735060347365323
133,VisualCogA_Task-1,record,1,0.4877906976744186
133,VisualCogA_Task-2,record,2,0.4611141753998897
133,VisualCogB_Task-1,record,1,0.575858250276855
133,VisualCogB_Task-2,record,2,0.528957528957529
134,all,all,0,0.5152696556205328
134,task1,task,1,0.52487597448618
134,task2,task,2,0.5047100382690609
134,VisualCogA_Task-1,record,1,0.498546511627907
134,VisualCogA_Task-2,record,2,0.5557087699944843
134,VisualCogB_Task-1,record,1,0.5523255813953488
134,VisualCogB_Task-2,record,2,0.4543114543114543
135,all,all,0,0.5121832358674464
135,task1,task,1,0.47682494684620835
135,task2,task,2,0.5484986753017368
135,VisualCogA_Task-1,record,1,0.4941860465116279
135,VisualCogA_Task-2,record,2,0.5421952564809708
135,VisualCogB_Task-1,record,1,0.457641196013289
135,VisualCogB_Task-2,record,2,0.5511583011583012
136,all,all,0,0.5350877192982456
136,task1,task,1,0.5486888731396172
136,task2,task,2,0.519060936120106
136,VisualCogA_Task-1,record,1,0.5941860465116279
136,VisualCogA_Task-2,record,2,0.5595697738554881
136,VisualCogB_Task-1,record,1,0.5049833887043189
136,VisualCogB_Task-2,record,2,0.4694337194337195
137,all,all,0,0.43729694606887587
137,task1,task,1,0.4099929128277817
137,task2,task,2,0.4657050338534
137,VisualCogA_Task-1,record,1,0.31017441860465117
137,VisualCogA_Task-2,record,2,0.39327082184225043
137,VisualCogB_Task-1,record,1,0.5063676633444075
137,VisualCogB_Task-2,record,2,0.5472972972972974
138,all,all,0,0.5290773229369721
138,task1,task,1,0.5240255138199859
138,task2,task,2,0.5342949661465999
138,VisualCogA_Task-1,record,1,0.5174418604651163
138,VisualCogA_Task-2,record,2,0.5965250965250966
138,VisualCogB_Task-1,record,1,0.5287929125138427
138,VisualCogB_Task-2,record,2,0.46621621621621623
139,all,all,0,0.5516569200779727
139,task1,task,1,0.5723600283486889
139,task2,task,2,0.530541654400942
139,VisualCogA_Task-1,record,1,0.5950581395348837
139,VisualCogA_Task-2,record,2,0.5932156646442361
139,VisualCogB_Task-1,record,1,0.5526024363233666
139,VisualCogB_Task-2,record,2,0.4446589446589447
140,all,all,0,0.5030864197530864
140,task1,task,1,0.4656272147413182
140,task2,task,2,0.5395937591992934
140,VisualCogA_Task-1,record,1,0.42616279069767443
140,VisualCogA_Task-2,record,2,0.5761169332597904
140,VisualCogB_Task-1,record,1,0.5047065337763013
140,VisualCogB_Task-2,record,2,0.5083655083655083
141,all,all,0,0.4811565951916829
141,task1,task,1,0.5068036853295534
141,task2,task,2,0.45356196644097735
141,VisualCogA_Task-1,record,1,0.47354651162790695
141,VisualCogA_Task-2,record,2,0.4611141753998897
141,VisualCogB_Task-1,record,1,0.5406976744186047
141,VisualCogB_Task-2,record,2,0.444015444015444
142,all,all,0,0.43859649122807015
142,task1,task,1,0.4287739192062367
142,task2,task,2,0.44826317338828375
142,VisualCogA_Task-1,record,1,0.32703488372093026
142,VisualCogA_Task-2,record,2,0.48841698841698844
142,VisualCogB_Task-1,record,1,0.5296234772978959
142,VisualCogB_Task-2,record,2,0.3867438867438867
143,all,all,0,0.5311890838206628
143,task1,task,1,0.5531537916371367
143,task2,task,2,0.509493670886076
143,VisualCogA_Task-1,record,1,0.4906976744186047
143,VisualCogA_Task-2,record,2,0.49476006618863766
143,VisualCogB_Task-1,record,1,0.6115725359911406
143,VisualCogB_Task-2,record,2,0.5337837837837838
144,all,all,0,0.43973359324236516
144,task1,task,1,0.4690999291282778
144,task2,task,2,0.41080365027965854
144,VisualCogA_Task-1,record,1,0.4941860465116279
144,VisualCogA_Task-2,record,2,0.3935466078323221
144,VisualCogB_Task-1,record,1,0.4493355481727575
144,VisualCogB_Task-2,record,2,0.4153796653796654
145,all,all,0,0.5017868745938922
145,task1,task,1,0.5119773210489015
145,task2,task,2,0.4915366499852811
145,VisualCogA_Task-1,record,1,0.4906976744186047
145,VisualCogA_Task-2,record,2,0.444015444015444
145,VisualCogB_Task-1,record,1,0.5282392026578073
145,VisualCogB_Task-2,record,2,0.5440797940797941
146,all,all,0,0.4702729044834308
146,task1,task,1,0.44039688164422397
146,task2,task,2,0.49955843391227556
146,VisualCogA_Task-1,record,1,0.4127906976744186
146,VisualCogA_Task-2,record,2,0.5118587975730833
146,VisualCogB_Task-1,record,1,0.4717607973421927
146,VisualCogB_Task-2,record,2,0.5045045045045045
147,all,all,0,0.5334632878492527
147,task1,task,1,0.5708008504606662
147,task2,task,2,0.49580512216661765
147,VisualCogA_Task-1,record,1,0.5139534883720931
147,VisualCogA_Task-2,record,2,0.5223386651958081
147,VisualCogB_Task-1,record,1,0.6234772978959026
147,VisualCogB_Task-2,record,2,0.45270270270270274
148,all,all,0,0.5622157244964263
148,task1,task,1,0.5720765414599576
148,task2,task,2,0.5512216661760376
148,VisualCogA_Task-1,record,1,0.5933139534883721
148,VisualCogA_Task-2,record,2,0.5661886376172091
148,VisualCogB_Task-1,record,1,0.5526024363233666
148,VisualCogB_Task-2,record,2,0.5305662805662805
149,all,all,0,0.45321637426900585
149,task1,task,1,0.469950389794472
149,task2,task,2,0.4366352664115396
149,VisualCogA_Task-1,record,1,0.4584302325581395
149,VisualCogA_Task-2,record,2,0.36265857694429127
149,VisualCogB_Task-1,record,1,0.4831118493909192
149,VisualCogB_Task-2,record,2,0.5202702702702703
150,all,all,0,0.5497076023391814
150,task1,task,1,0.536640680368533
150,task2,task,2,0.5607889314100677
150,VisualCogA_Task-1,record,1,0.6290697674418604
150,VisualCogA_Task-2,record,2,0.6478212906784335
150,VisualCogB_Task-1,record,1,0.4460132890365448
150,VisualCogB_Task-2,record,2,0.45592020592020593
151,all,all,0,0.4922027290448343
151,task1,task,1,0.46966690290574065
151,task2,task,2,0.5163379452458051
151,VisualCogA_Task-1,record,1,0.49593023255813956
151,VisualCogA_Task-2,record,2,0.49476006618863766
151,VisualCogB_Task-1,record,1,0.448781838316722
151,VisualCogB_Task-2,record,2,0.5440797940797941
152,all,all,0,0.5229044834307992
152,task1,task,1,0.4825655563430191
152,task2,task,2,0.5633647335884604
152,VisualCogA_Task-1,record,1,0.5049418604651162
152,VisualCogA_Task-2,record,2,0.5457804743519029
152,VisualCogB_Task-1,record,1,0.457641196013289
152,VisualCogB_Task-2,record,2,0.583011583011583
153,all,all,0,0.4793697205977908
153,task1,task,1,0.48703047484053863
153,task2,task,2,0.4730644686488078
153,VisualCogA_Task-1,record,1,0.5148255813953488
153,VisualCogA_Task-2,record,2,0.416988416988417
153,VisualCogB_Task-1,record,1,0.4598560354374308
153,VisualCogB_Task-2,record,2,0.5305662805662805
154,all,all,0,0.47742040285899934
154,task1,task,1,0.4819985825655564
154,task2,task,2,0.4730644686488078
154,VisualCogA_Task-1,record,1,0.5031976744186046
154,VisualCogA_Task-2,record,2,0.444015444015444
154,VisualCogB_Task-1,record,1,0.4581949058693245
154,VisualCogB_Task-2,record,2,0.5067567567567568
155,all,all,0,0.5076348278102665
155,task1,task,1,0.4875974486180014
155,task2,task,2,0.5295113335295849
155,VisualCogA_Task-1,record,1,0.5148255813953488
155,VisualCogA_Task-2,record,2,0.5523993381136239
155,VisualCogB_Task-1,record,1,0.4587486157253599
155,VisualCogB_Task-2,record,2,0.5019305019305019
156,all,all,0,0.5089343729694606
156,task1,task,1,0.5108433734939759
156,task2,task,2,0.5079481895790403
156,VisualCogA_Task-1,record,1,0.4683139534883721
156,VisualCogA_Task-2,record,2,0.5019305019305019
156,VisualCogB_Task-1,record,1,0.5545404208194906
156,VisualCogB_Task-2,record,2,0.5051480051480052
157,all,all,0,0.49041585445094216
157,task1,task,1,0.5245924875974486
157,task2,task,2,0.45459228731233436
157,VisualCogA_Task-1,record,1,0.436046511627907
157,VisualCogA_Task-2,record,2,0.40678433535576397
157,VisualCogB_Task-1,record,1,0.6110188261351053
157,VisualCogB_Task-2,record,2,0.5067567567567568
158,all,all,0,0.5242040285899935
158,task1,task,1,0.5171509567682494
158,task2,task,2,0.5317191639682073
158,VisualCogA_Task-1,record,1,0.5023255813953489
158,VisualCogA_Task-2,record,2,0.49172642029784885
158,VisualCogB_Task-1,record,1,0.5296234772978959
158,VisualCogB_Task-2,record,2,0.5711068211068211
159,all,all,0,0.5401234567901234
159,task1,task,1,0.5119773210489015
159,task2,task,2,0.5681483662054754
159,VisualCogA_Task-1,record,1,0.4299418604651163
159,VisualCogA_Task-2,record,2,0.48510755653612797
159,VisualCogB_Task-1,record,1,0.5869324473975637
159,VisualCogB_Task-2,record,2,0.6441441441441441
160,all,all,0,0.5139701104613386
160,task1,task,1,0.5359319631467045
160,task2,task,2,0.4915366499852811
160,VisualCogA_Task-1,record,1,0.46017441860465114
160,VisualCogA_Task-2,record,2,0.47793712079426365
160,VisualCogB_Task-1,record,1,0.6121262458471761
160,VisualCogB_Task-2,record,2,0.5051480051480052
161,all,all,0,0.5294022092267706
161,task1,task,1,0.5307583274273565
161,task2,task,2,0.5264203709155137
161,VisualCogA_Task-1,record,1,0.5915697674418605
161,VisualCogA_Task-2,record,2,0.5932156646442361
161,VisualCogB_Task-1,record,1,0.46899224806201545
161,VisualCogB_Task-2,record,2,0.4575289575289575
162,all,all,0,0.6135477582846004
162,task1,task,1,0.5656272147413182
162,task2,task,2,0.6630850750662349
162,VisualCogA_Task-1,record,1,0.6389534883720931
162,VisualCogA_Task-2,record,2,0.6676778819635962
162,VisualCogB_Task-1,record,1,0.4939091915836102
162,VisualCogB_Task-2,record,2,0.6528314028314028
163,all,all,0,0.5157569850552307
163,task1,task,1,0.5175761871013466
163,task2,task,2,0.5137621430674124
163,VisualCogA_Task-1,record,1,0.49156976744186043
163,VisualCogA_Task-2,record,2,0.5325427468284611
163,VisualCogB_Task-1,record,1,0.5409745293466224
163,VisualCogB_Task-2,record,2,0.47812097812097815
164,all,all,0,0.45890188434048085
164,task1,task,1,0.47639971651311125
164,task2,task,2,0.439873417721519
164,VisualCogA_Task-1,record,1,0.4468023255813953
164,VisualCogA_Task-2,record,2,0.41064533921676777
164,VisualCogB_Task-1,record,1,0.5058139534883721
164,VisualCogB_Task-2,record,2,0.4543114543114543
165,all,all,0,0.5120207927225471
165,task1,task,1,0.4936215450035436
165,task2,task,2,0.5301736826611716
165,VisualCogA_Task-1,record,1,0.4531976744186047
165,VisualCogA_Task-2,record,2,0.4950358521787094
165,VisualCogB_Task-1,record,1,0.5287929125138427
165,VisualCogB_Task-2,record,2,0.5775418275418276
166,all,all,0,0.4686484730344379
166,task1,task,1,0.46364280652019846
166,task2,task,2,0.4756402708272005
166,VisualCogA_Task-1,record,1,0.5755813953488372
166,VisualCogA_Task-2,record,2,0.5353006067291781
166,VisualCogB_Task-1,record,1,0.3532668881506091
166,VisualCogB_Task-2,record,2,0.4137709137709138
167,all,all,0,0.5048732943469785
167,task1,task,1,0.49418851878100634
167,task2,task,2,0.5158227848101266
167,VisualCogA_Task-1,record,1,0.47093023255813954
167,VisualCogA_Task-2,record,2,0.5932156646442361
167,VisualCogB_Task-1,record,1,0.517718715393134
167,VisualCogB_Task-2,record,2,0.4272844272844273
168,all,all,0,0.4384340480831709
168,task1,task,1,0.48887313961729273
168,task2,task,2,0.3849720341477775
168,VisualCogA_Task-1,record,1,0.43255813953488376
168,VisualCogA_Task-2,record,2,0.35962493105350246
168,VisualCogB_Task-1,record,1,0.539313399778516
168,VisualCogB_Task-2,record,2,0.4083011583011583
169,all,all,0,0.5396361273554255
169,task1,task,1,0.4937632884479093
169,task2,task,2,0.5861053871062702
169,VisualCogA_Task-1,record,1,0.5808139534883721
169,VisualCogA_Task-2,record,2,0.5797021511307225
169,VisualCogB_Task-1,record,1,0.4130675526024363
169,VisualCogB_Task-2,record,2,0.5997425997425998
170,all,all,0,0.5172189733593242
170,task1,task,1,0.5124025513819985
170,task2,task,2,0.5216367382984987
170,VisualCogA_Task-1,record,1,0.49505813953488376
170,VisualCogA_Task-2,record,2,0.4983452840595698
170,VisualCogB_Task-1,record,1,0.5287929125138427
170,VisualCogB_Task-2,record,2,0.5424710424710424
171,all,all,0,0.5009746588693957
171,task1,task,1,0.5062367115520907
171,task2,task,2,0.49425964085958196
171,VisualCogA_Task-1,record,1,0.5575581395348838
171,VisualCogA_Task-2,record,2,0.5322669608383894
171,VisualCogB_Task-1,record,1,0.4593023255813954
171,VisualCogB_Task-2,record,2,0.4623552123552124
172,all,all,0,0.5599415204678362
172,task1,task,1,0.5469879518072289
172,task2,task,2,0.5729319988224905
172,VisualCogA_Task-1,record,1,0.6005813953488373
172,VisualCogA_Task-2,record,2,0.6577495863210149
172,VisualCogB_Task-1,record,1,0.4947397563676634
172,VisualCogB_Task-2,record,2,0.48616473616473616
173,all,all,0,0.4676738141650422
173,task1,task,1,0.42849043231750533
173,task2,task,2,0.5069178687076832
173,VisualCogA_Task-1,record,1,0.5058139534883721
173,VisualCogA_Task-2,record,2,0.4274682846111418
173,VisualCogB_Task-1,record,1,0.35299003322259137
